 TRANSITION QUAERUPOLAIRES EANS L'ETAT X EE H2
   PROBABILITES E'EMISSION
  VU  VL  JU        S              Q              O
  14   0   1   0.000000E+00   0.394103E-11   0.218040E-11
  14   0   2   0.270123E-11   0.215146E-11   0.747050E-12
  14   0   3   0.341983E-11   0.121176E-11   0.899900E-13
  14   0   4   0.280011E-11   0.431817E-12   0.417031E-13
  14   1   0   0.000000E+00   0.000000E+00   0.580773E-12
  14   1   1   0.000000E+00   0.492331E-11   0.683196E-13
  14   1   2   0.920468E-11   0.433751E-11   0.376563E-12
  14   1   3   0.207888E-10   0.502442E-11   0.329098E-12
  14   1   4   0.283122E-10   0.498097E-11   0.626010E-13
  14   2   0   0.000000E+00   0.000000E+00   0.166491E-10
  14   2   1   0.000000E+00   0.350768E-10   0.454839E-13
  14   2   2   0.437139E-10   0.181008E-10   0.590777E-11
  14   2   3   0.735101E-10   0.904241E-11   0.215025E-10
  14   2   4   0.781508E-10   0.237958E-11   0.353610E-10
  14   3   0   0.000000E+00   0.000000E+00   0.189942E-09
  14   3   1   0.000000E+00   0.284951E-12   0.250050E-09
  14   3   2   0.631341E-10   0.188321E-11   0.304121E-09
  14   3   3   0.222206E-09   0.655165E-11   0.300099E-09
  14   3   4   0.382709E-09   0.134056E-10   0.213257E-09
  14   4   0   0.000000E+00   0.000000E+00   0.530005E-09
  14   4   1   0.000000E+00   0.949366E-09   0.356640E-10
  14   4   2   0.112928E-08   0.633474E-09   0.131287E-10
  14   4   3   0.198979E-08   0.509453E-09   0.103141E-09
  14   4   4   0.223817E-08   0.339544E-09   0.175022E-09
  14   5   0   0.000000E+00   0.000000E+00   0.628228E-09
  14   5   1   0.000000E+00   0.187129E-08   0.188646E-12
  14   5   2   0.252528E-08   0.127978E-08   0.240057E-09
  14   5   3   0.469215E-08   0.108734E-08   0.637423E-09
  14   5   4   0.551977E-08   0.799053E-09   0.796071E-09
  14   6   0   0.000000E+00   0.000000E+00   0.764826E-08
  14   6   1   0.000000E+00   0.974010E-08   0.123226E-08
  14   6   2   0.987180E-08   0.668985E-08   0.451948E-10
  14   6   3   0.164149E-07   0.569512E-08   0.159140E-09
  14   6   4   0.177195E-07   0.416502E-08   0.518178E-09
  14   7   0   0.000000E+00   0.000000E+00   0.470123E-07
  14   7   1   0.000000E+00   0.384353E-07   0.143481E-07
  14   7   2   0.308114E-07   0.260167E-07   0.495701E-08
  14   7   3   0.456837E-07   0.216827E-07   0.120691E-08
  14   7   4   0.447659E-07   0.154330E-07   0.843779E-10
  14   8   0   0.000000E+00   0.000000E+00   0.183527E-06
  14   8   1   0.000000E+00   0.113738E-06   0.736154E-07
  14   8   2   0.753722E-07   0.762467E-07   0.387067E-07
  14   8   3   0.100366E-06   0.626006E-07   0.197609E-07
  14   8   4   0.889275E-07   0.436155E-07   0.826815E-08
  14   9   0   0.000000E+00   0.000000E+00   0.458779E-06
  14   9   1   0.000000E+00   0.229074E-06   0.215408E-06
  14   9   2   0.126092E-06   0.149776E-06   0.135318E-06
  14   9   3   0.147245E-06   0.118153E-06   0.843504E-07
  14   9   4   0.113031E-06   0.776169E-07   0.436605E-07
  14  10   0   0.000000E+00   0.000000E+00   0.471763E-06
  14  10   1   0.000000E+00   0.197496E-06   0.240788E-06
  14  10   2   0.891847E-07   0.123027E-06   0.160931E-06
  14  10   3   0.866746E-07   0.898893E-07   0.103810E-06
  14  10   4   0.524030E-07   0.528170E-07   0.534405E-07
  14  11   0   0.000000E+00   0.000000E+00   0.115834E-06
  14  11   1   0.000000E+00   0.382382E-07   0.634815E-07
  14  11   2   0.118980E-07   0.218570E-07   0.433320E-07
  14  11   3   0.722577E-08   0.138847E-07   0.270676E-07
  14  11   4   0.176131E-08   0.658706E-08   0.126372E-07
  14  12   0   0.000000E+00   0.000000E+00   0.104789E-08
  14  12   1   0.000000E+00   0.132609E-10   0.902976E-09
  14  12   2   0.181529E-09   0.526058E-13   0.726871E-09
  14  12   3   0.774862E-09   0.913980E-11   0.441083E-09
  14  12   4   0.129328E-08   0.286952E-10   0.164894E-09
  14  13   0   0.000000E+00   0.000000E+00   0.669589E-10
  14  13   1   0.000000E+00   0.830332E-10   0.130010E-10
  14  13   2   0.894510E-10   0.453381E-10   0.258600E-11
  14  13   3   0.132143E-09   0.263316E-10   0.343422E-12
  14  13   4   0.108838E-09   0.104711E-10   0.186872E-13
  14  14   2   0.353848E-15   0.000000E+00   0.000000E+00
  14  14   3   0.317110E-14   0.000000E+00   0.000000E+00
  14  14   4   0.549545E-14   0.000000E+00   0.000000E+00
